ID,RA,DEC,g_auto,e_g_auto,r_auto,e_r_auto,radius,ab_ratio,i_auto,e_i_auto,PROB_GAL,zml,s2n_DET_auto
DR4_3_SPLUS-s20s33_0000317,330.9773708434365,-26.296844001167617,17.35579490661621,0.01922548934817314,16.976482391357422,0.01491039339452982,0.0008045724825933576,1.1997381448745728,16.86393165588379,0.020922435447573662,1.0,0.05308333411812782,105.12957763671875
DR4_3_SPLUS-s20s33_0000375,331.00765629135,-26.298347917513475,16.26382827758789,0.2165217250585556,15.739151000976562,0.6904547810554504,0.0009541891631670296,1.1788647174835205,15.510327339172363,0.2122921198606491,0.97,0.036666665226221085,5.374560356140137
DR4_3_SPLUS-s20s33_0000711,331.26771753078793,-26.28584669324151,17.146636962890625,0.012968309223651886,16.305803298950195,0.006965802051126957,0.0010330212535336614,2.4804739952087402,15.881299018859863,0.007061863783746958,0.97,0.05716666579246521,230.60858154296875
DR4_3_SPLUS-s20s33_0000744,330.9309265521243,-26.2837494803221,17.66775131225586,0.02287016436457634,16.81296730041504,0.011836943216621876,0.0008438655058853328,1.9127687215805054,16.38511848449707,0.012396641075611115,1.0,0.056166667491197586,132.87603759765625
DR4_3_SPLUS-s20s33_0001895,332.2315232821291,-26.2620481525345,16.879053115844727,0.01788156107068062,16.392337799072266,0.012768035754561424,0.0015961624449118972,2.5022377967834473,16.142227172851562,0.01549806073307991,1.0,0.03033333271741867,124.22549438476562
DR4_3_SPLUS-s20s33_0001924,331.2576763139017,-26.267904709812086,16.896194458007812,0.017556140199303627,16.23229217529297,0.010713505558669567,0.001263170619495213,1.6862281560897827,15.852994918823242,0.011737585999071598,1.0,0.056833334267139435,148.1045684814453
DR4_3_SPLUS-s20s33_0001930,332.2360936221886,-26.259699180310204,17.120378494262695,0.02793148346245289,16.69953727722168,0.021116821095347404,0.0012470036745071411,1.2569319009780884,16.551280975341797,0.02846432290971279,1.0,0.02591666579246521,74.02705383300781
DR4_3_SPLUS-s20s33_0001993,331.8430270097312,-26.253527562474055,16.83660888671875,0.014760677702724934,16.11455535888672,0.00860609207302332,0.0010983716929331422,1.1962940692901611,15.765057563781738,0.009513677097856998,1.0,0.056583333760499954,183.96926879882812
DR4_3_SPLUS-s20s33_0002255,331.0241152148372,-26.244361664716198,17.446006774902344,0.01947377808392048,16.622852325439453,0.010290645994246006,0.0007328376523219049,1.2882425785064697,16.244487762451172,0.011216933839023113,1.0,0.052916668355464935,151.1218719482422
DR4_3_SPLUS-s20s33_0002443,331.0010884310966,-26.260859934113817,15.272390365600586,0.005509339738637209,14.673063278198242,0.0035453534219413996,0.0014838231727480888,1.1819640398025513,14.367293357849121,0.0040351408533751965,1.0,0.03558333218097687,450.44317626953125
DR4_3_SPLUS-s20s33_0002470,331.02064115841654,-26.239282035961132,17.862857818603516,0.025250885635614395,16.957075119018555,0.012433403171598911,0.0009420507121831179,2.4894683361053467,16.487409591674805,0.012543450109660625,1.0,0.09058333188295364,128.53521728515625
DR4_3_SPLUS-s20s33_0002635,332.3351845561282,-26.226778791294056,18.775238037109375,0.04246985912322998,18.281599044799805,0.030305644497275352,0.00047011958668008447,1.2646806240081787,18.013185501098633,0.036151740700006485,1.0,0.05950000137090683,52.12428665161133
