,recno,HIPASS,RAJ2000,DEJ2000,TType,Dist,r_Dist,OMatch,VelHI,Spk,Sint,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,f_W3mag,e_W3mag,W4mag,e_W4mag,f_W4mag,R1iso,R2iso,R3iso,R4iso,ba,PA,W1-W2,e_W1-W2,W2-W3,e_W2-W3,W1-W2c,W2-W3c,logLW1,e_logLW1,logLW2,e_logLW2,logLW3,e_logLW3,logLW4,e_logLW4,logLW1in,e_logLW1in,W1flux,W2flux,w3PaH,w4dust,logM*,e_logM*,logMHI,e_logMHI,logSFR,e_logSFR,logSFE,e_logSFE,T16
286,934,J0621-27b,95.4157,-27.23376,0.0,27.27,0,1,1621.9,0.1742,31.0,6.95,0.01,6.98,0.02,5.06,10.0,0.05,3.65,0.09,10.0,221.08,,,,0.861,179.1,-0.03,0.02,1.75,0.02,-0.03,1.93,10.013,0.01,9.605,0.012,9.06,0.04,8.86,0.04,11.37,0.01,496.69,266.14,190.52,236.62,11.28,0.1,9.73,0.04,0.12,0.07,-9.61,0.08,1
287,923,J0616-26,93.99931,-26.76546,4.0,83.54,0,1,6235.6,0.062,14.6,9.09,0.01,9.01,0.02,5.73,10.0,0.01,4.19,0.03,10.0,96.67,,,,0.555,133.6,0.08,0.02,3.21,0.02,0.07,3.23,10.116,0.01,9.747,0.012,9.84,0.01,9.68,0.01,11.48,0.01,67.07,39.35,121.19,168.67,11.13,0.1,10.37,0.06,0.73,0.08,-9.64,0.1,1
288,920,J0615-26,93.82812,-26.577,10.0,27.53,1,1,1803.2,0.0688,4.3,12.82,0.02,12.94,0.07,15.41,0.0,2.34,11.15,1.69,0.0,55.0,,,,0.742,25.1,-0.12,0.07,,,-0.13,,7.674,0.013,7.227,0.031,,,,,9.03,0.02,2.23,1.09,,,8.99,0.21,8.88,0.11,,,,,0
289,942,J0626-26,96.57299,-26.26332,10.0,8.82,1,1,491.5,0.0691,2.4,13.12,0.02,13.02,0.05,10.91,10.0,0.19,10.21,0.62,0.0,44.8,,,,0.493,8.9,0.1,0.05,0.49,0.21,0.1,2.11,6.569,0.012,6.211,0.021,5.78,0.08,,,7.93,0.02,1.71,1.03,0.95,,7.51,0.16,7.64,0.14,-2.46,0.09,-10.1,0.17,0
290,851,J0543-33,85.97758,-33.27535,4.0,41.36,1,1,2799.5,0.0492,7.8,11.03,0.01,10.93,0.02,7.45,10.0,0.03,5.13,0.03,10.0,47.94,,,,0.833,175.1,0.1,0.02,3.44,0.02,0.1,3.49,8.74,0.01,8.383,0.012,8.58,0.01,8.71,0.02,10.1,0.01,11.5,6.95,27.62,73.19,9.67,0.1,9.49,0.08,-0.25,0.06,-9.75,0.1,0
291,879,J0555-29,88.78712,-29.93646,4.0,53.28,1,2,3606.2,0.1401,6.3,14.48,0.03,14.51,0.09,13.59,0.0,0.52,10.64,1.06,0.0,21.3,,,,0.8,172.3,-0.03,0.09,0.91,0.52,0.0,,7.572,0.015,7.175,0.039,,,,,8.93,0.02,0.47,0.26,,,8.76,0.26,9.62,0.09,,,,,0
292,869,J0551-30,87.73685,-30.04713,4.0,43.62,1,2,2947.9,0.0565,2.4,14.0,0.03,13.95,0.08,15.78,0.0,2.75,,,,28.12,,,,0.487,153.7,0.05,0.07,,,0.04,,7.598,0.013,7.219,0.032,,,,,8.96,0.02,0.75,0.43,,,8.68,0.22,9.03,0.14,,,,,0
293,850,J0543-30,85.86751,-30.49504,6.0,19.74,1,1,1306.9,0.1649,18.9,10.54,0.01,10.5,0.02,7.84,10.0,0.06,5.82,0.1,10.0,69.66,,,,0.823,78.6,0.04,0.02,2.61,0.03,0.04,2.77,8.301,0.01,7.918,0.012,7.8,0.03,7.8,0.04,9.66,0.01,18.4,10.47,19.9,39.44,9.4,0.1,9.24,0.05,-0.87,0.05,-10.11,0.07,0
294,822,J0531-30,82.86787,-30.60213,,135.51,0,1,10184.3,0.0485,3.1,11.21,0.01,11.26,0.02,10.02,10.0,0.13,10.16,0.78,0.0,38.3,,,,0.886,159.9,-0.04,0.02,0.28,0.08,-0.07,1.29,9.67,0.01,9.245,0.012,8.25,0.12,,,11.03,0.01,9.13,4.71,1.19,,10.99,0.1,10.11,0.13,-0.52,0.11,-10.63,0.17,1
295,833,J0534-28,83.53003,-28.46571,5.0,57.48,1,1,3920.9,0.0782,12.2,10.18,0.01,10.19,0.02,6.82,10.0,0.09,5.32,0.1,10.0,92.67,,,,0.983,130.1,-0.01,0.02,3.14,0.02,-0.01,3.17,9.362,0.01,8.963,0.012,9.02,0.04,8.9,0.04,10.72,0.01,24.98,13.66,39.03,58.46,10.57,0.1,9.97,0.06,0.09,0.07,-9.88,0.09,0
296,849,J0543-27,85.88725,-27.65145,-2.0,43.8,1,1,2969.8,0.0675,12.8,10.24,0.01,9.87,0.02,7.31,10.0,0.03,5.32,0.05,10.0,49.17,,,,0.866,33.6,0.37,0.02,2.49,0.02,0.36,2.56,9.108,0.01,8.856,0.012,8.66,0.02,8.68,0.02,10.47,0.01,23.92,18.43,29.45,61.32,9.79,0.1,9.76,0.06,-0.19,0.06,-9.95,0.09,0
297,893,J0600-28,90.14471,-28.99235,7.0,33.26,0,1,1384.9,0.144,19.4,11.63,0.01,11.73,0.03,8.25,0.0,0.18,7.63,0.47,0.0,82.49,,,,0.521,154.9,-0.1,0.03,3.47,0.18,-0.08,3.48,8.31,0.01,7.881,0.015,8.07,0.07,,,9.67,0.01,6.62,3.38,13.11,,9.63,0.12,9.7,0.05,-0.66,0.08,-10.36,0.09,1
298,902,J0606-27,91.65303,-27.87773,9.0,22.72,1,1,1482.7,0.0573,6.5,15.41,0.04,15.16,0.17,15.19,0.0,1.59,10.21,0.63,0.0,21.74,,,,0.5,108.4,0.25,0.16,,,0.25,,6.477,0.018,6.181,0.068,,,,,7.84,0.02,0.21,0.14,,,7.16,0.45,8.9,0.09,,,,,0
299,908,J0608-27,92.23937,-27.80193,7.0,44.97,1,1,3017.3,0.0449,6.9,10.66,0.01,10.59,0.02,7.32,10.0,0.03,5.06,0.07,10.0,64.73,,,,0.69,6.7,0.07,0.02,3.25,0.02,0.1,3.29,8.951,0.01,8.595,0.012,8.71,0.01,8.67,0.03,10.31,0.01,15.82,9.57,31.12,56.74,9.88,0.1,9.51,0.08,-0.16,0.06,-9.67,0.1,0
300,890,J0558-26,89.69772,-26.65278,10.0,25.23,1,1,1668.5,0.0533,6.6,11.76,0.01,11.73,0.02,8.73,0.0,0.25,6.74,0.16,10.0,38.95,,,,0.547,112.6,0.03,0.02,3.0,0.25,0.03,3.01,8.022,0.01,7.637,0.013,7.62,0.1,7.41,0.06,9.38,0.01,5.92,3.35,8.17,9.85,9.13,0.1,8.99,0.09,-1.01,0.09,-10.0,0.13,0
301,900,J0604-26,91.17908,-26.12333,5.0,27.23,1,1,1797.7,0.1352,23.9,10.66,0.01,10.57,0.02,8.06,10.0,0.08,6.55,0.18,0.0,97.53,,,,0.56,145.2,0.09,0.02,2.47,0.04,0.09,2.63,8.529,0.01,8.168,0.012,7.99,0.03,7.73,0.07,9.89,0.01,16.35,9.77,16.14,17.47,9.5,0.1,9.62,0.05,-0.72,0.06,-10.34,0.07,0
302,889,J0558-25,89.66496,-25.41572,8.0,26.62,1,1,1764.6,0.097,19.2,12.44,0.01,12.48,0.04,13.97,0.0,0.48,,,,67.49,,,,0.357,135.1,-0.04,0.04,-1.3,0.48,-0.04,,7.798,0.01,7.384,0.017,,,,,9.16,0.01,3.17,1.68,,,9.1,0.13,9.5,0.05,,,,,0
303,916,J0614-25,93.76118,-25.81711,,88.46,1,1,5972.8,0.0413,6.9,11.48,0.01,11.3,0.02,7.53,10.0,0.02,5.42,0.04,10.0,30.57,,,,0.793,136.5,0.18,0.02,3.7,0.02,0.19,3.74,9.206,0.01,8.887,0.012,9.19,0.01,9.23,0.02,10.57,0.01,7.36,4.84,24.73,53.49,9.9,0.1,10.1,0.08,0.23,0.07,-9.87,0.11,0
304,905,J0607-23,91.9362,-23.4864,6.0,27.01,0,1,2228.1,0.0587,8.3,10.14,0.01,10.08,0.02,6.72,10.0,0.03,4.83,0.05,10.0,75.65,,,,0.624,63.2,0.06,0.02,3.31,0.02,0.06,3.37,8.732,0.01,8.358,0.012,8.5,0.01,8.39,0.02,10.09,0.01,26.48,15.38,53.9,81.43,9.78,0.1,9.15,0.08,-0.32,0.06,-9.47,0.1,1
305,895,J0601-23,90.28323,-23.67251,5.0,39.61,0,1,1833.6,0.3015,57.2,8.95,0.01,8.79,0.02,5.16,10.0,0.02,2.72,0.02,10.0,92.14,79.1,79.1,79.1,0.816,148.3,0.17,0.02,3.59,0.02,0.17,3.62,9.534,0.01,9.207,0.012,9.46,0.01,9.61,0.01,10.89,0.01,78.07,50.5,229.42,638.35,10.28,0.1,10.32,0.03,0.44,0.07,-9.88,0.08,1
306,886,J0557-23,89.47255,-23.18077,1.0,30.18,0,1,1871.3,0.0467,7.6,9.68,0.01,9.69,0.02,7.38,10.0,0.04,5.89,0.11,10.0,58.44,,,,0.89,52.2,-0.01,0.02,2.18,0.03,-0.01,2.3,9.008,0.01,8.607,0.012,8.26,0.03,8.09,0.04,10.37,0.01,40.1,21.86,24.56,32.98,10.23,0.1,9.21,0.08,-0.51,0.06,-9.72,0.1,1
307,892,J0600-21,90.28539,-21.73675,4.0,26.84,1,1,1775.9,0.1842,24.0,10.38,0.01,10.22,0.02,6.79,10.0,0.05,3.75,0.02,10.0,85.74,,,,0.434,62.6,0.16,0.02,3.38,0.04,0.16,3.48,8.63,0.01,8.297,0.012,8.49,0.02,8.87,0.01,9.99,0.01,21.24,13.53,53.21,249.67,9.42,0.1,9.61,0.04,-0.33,0.06,-9.93,0.07,0
308,891,J0559-21,89.90046,-21.16625,2.0,122.4,1,1,8284.2,0.0496,12.9,11.64,0.01,11.62,0.02,9.28,0.0,0.27,,,,47.72,,,,0.564,159.7,0.02,0.02,2.33,0.27,0.0,2.36,9.418,0.01,9.022,0.013,8.71,0.11,,,10.78,0.01,6.26,3.46,4.2,,10.6,0.1,10.65,0.06,-0.16,0.1,-10.8,0.12,0
309,898,J0603-20,90.90327,-20.65368,6.0,29.87,1,1,1983.0,0.1769,24.0,10.17,0.01,10.15,0.02,6.73,10.0,0.1,5.03,0.07,10.0,86.75,,,,0.908,65.0,0.01,0.02,3.14,0.07,0.04,3.33,8.798,0.01,8.416,0.012,8.54,0.04,8.47,0.03,10.16,0.01,25.23,14.38,48.56,80.51,9.89,0.1,9.7,0.04,-0.28,0.07,-9.98,0.08,0
310,885,J0557-20,89.46778,-20.08463,3.0,46.33,0,1,2955.9,0.0952,21.8,9.15,0.01,9.15,0.02,6.24,10.0,0.12,5.14,0.08,10.0,97.68,,,,0.371,4.3,0.0,0.02,2.1,0.07,0.0,2.92,9.587,0.01,9.19,0.012,9.14,0.05,8.75,0.03,10.95,0.01,64.54,35.49,78.67,63.19,10.78,0.1,10.04,0.05,0.18,0.08,-9.86,0.09,1
311,968,J0644-27,101.20461,-27.63859,5.0,28.7,0,1,1904.5,0.6651,153.2,7.89,0.01,7.8,0.02,4.28,10.0,0.02,2.51,0.03,10.0,183.83,,,,0.588,161.5,0.09,0.02,3.47,0.02,0.09,3.54,9.682,0.01,9.322,0.012,9.54,0.01,9.44,0.01,11.04,0.01,208.88,125.43,521.64,809.44,10.63,0.1,10.47,0.02,0.5,0.08,-9.97,0.08,1
312,974,J0646-27,101.68386,-27.27932,2.0,33.57,1,1,2177.5,0.039,7.2,10.74,0.01,10.66,0.02,7.31,10.0,0.02,5.5,0.05,10.0,48.82,,,,0.533,152.1,0.08,0.02,3.26,0.02,0.08,3.31,8.679,0.01,8.314,0.012,8.43,0.01,8.39,0.02,10.04,0.01,15.17,8.99,29.79,52.57,9.67,0.1,9.28,0.08,-0.37,0.06,-9.65,0.1,0
313,962,J0640-27,100.08644,-27.09731,3.0,32.96,1,1,2146.3,0.0778,11.8,11.19,0.01,11.17,0.02,8.09,10.0,0.03,5.53,0.07,10.0,72.69,,,,0.33,177.4,0.03,0.02,3.06,0.03,0.04,3.09,8.478,0.01,8.095,0.012,8.12,0.02,8.33,0.03,9.84,0.01,9.91,5.64,14.99,47.95,9.58,0.1,9.48,0.06,-0.62,0.05,-10.1,0.08,0
314,973,J0646-26b,101.69365,-26.47496,7.0,26.4,0,1,1704.9,0.1668,26.4,10.99,0.01,10.93,0.02,8.43,10.0,0.07,5.88,0.11,10.0,88.93,,,,0.378,81.0,0.06,0.02,2.47,0.05,0.06,2.66,8.369,0.01,7.997,0.013,7.83,0.03,8.04,0.04,9.73,0.01,12.02,7.01,11.98,38.73,9.4,0.1,9.63,0.04,-0.85,0.06,-10.48,0.07,1
315,967,J0644-26,101.0938,-26.10867,0.0,35.96,0,1,2478.7,0.1077,21.2,8.69,0.01,8.7,0.02,6.32,10.0,0.05,5.15,0.08,10.0,112.02,,,,0.762,171.9,-0.02,0.02,2.27,0.02,-0.02,2.38,9.559,0.01,9.154,0.012,8.85,0.03,8.6,0.03,10.92,0.01,100.46,54.28,66.92,75.43,10.8,0.1,9.81,0.05,-0.05,0.07,-9.85,0.08,1
316,972,J0646-26a,101.59171,-26.10871,0.0,35.91,1,1,2342.3,0.0884,21.9,9.15,0.01,9.17,0.02,7.54,10.0,0.04,6.08,0.14,0.0,122.64,,,,0.388,165.0,-0.02,0.02,1.56,0.03,-0.03,1.69,9.373,0.01,8.966,0.012,8.28,0.05,8.11,0.06,10.73,0.01,65.64,35.3,18.21,24.28,10.63,0.1,9.82,0.05,-0.49,0.07,-10.31,0.08,0
317,976,J0647-25,101.83707,-25.61595,4.0,43.06,1,1,2831.8,0.0542,8.8,11.71,0.01,11.68,0.02,8.67,10.0,0.08,7.28,0.17,10.0,43.25,,,,0.427,104.3,0.03,0.02,2.76,0.04,0.03,2.91,8.504,0.01,8.119,0.012,8.06,0.03,7.8,0.07,9.86,0.01,6.16,3.49,7.67,8.38,9.62,0.1,9.58,0.07,-0.67,0.06,-10.25,0.09,0
318,985,J0655-26,103.85486,-26.60732,7.0,36.96,0,1,2043.1,0.0997,19.0,10.25,0.01,10.14,0.02,6.8,10.0,0.02,5.05,0.04,10.0,73.28,,,,0.367,101.1,0.11,0.02,3.32,0.02,0.11,3.36,8.957,0.01,8.607,0.012,8.75,0.01,8.63,0.02,10.32,0.01,23.78,14.56,50.88,76.01,9.86,0.1,9.78,0.05,-0.12,0.06,-9.9,0.08,1
319,989,J0659-25,104.83864,-25.89973,0.0,41.48,1,1,2707.8,0.064,9.3,9.89,0.01,9.91,0.02,7.68,10.0,0.04,6.23,0.11,10.0,71.58,,,,0.524,16.3,-0.02,0.02,2.17,0.03,-0.03,2.3,9.198,0.01,8.79,0.012,8.44,0.03,8.27,0.05,10.56,0.01,32.86,17.63,19.78,26.24,10.46,0.1,9.57,0.07,-0.37,0.06,-9.94,0.09,0
320,950,J0632-26,97.98946,-26.76911,6.0,21.68,0,1,1825.9,0.0766,11.1,10.82,0.01,10.84,0.02,7.99,10.0,0.06,6.09,0.1,10.0,70.88,,,,0.459,20.0,-0.03,0.02,2.72,0.03,-0.03,2.84,8.272,0.01,7.865,0.012,7.77,0.03,7.79,0.04,9.63,0.01,14.26,7.66,15.58,31.72,9.53,0.1,9.09,0.07,-0.89,0.05,-9.98,0.09,1
321,951,J0633-24,98.42789,-24.98596,4.0,35.65,0,1,2713.5,0.0632,8.1,10.45,0.01,10.37,0.02,6.91,10.0,0.03,4.92,0.05,10.0,73.35,,,,0.474,11.8,0.08,0.02,3.4,0.02,0.08,3.45,8.845,0.01,8.481,0.012,8.66,0.01,8.65,0.02,10.2,0.01,19.75,11.73,44.86,86.44,9.83,0.1,9.38,0.08,-0.19,0.06,-9.57,0.1,1
322,960,J0638-25,99.71875,-25.16536,10.0,42.01,1,1,2771.4,0.0952,11.9,12.35,0.02,12.39,0.04,9.34,10.0,0.12,7.11,0.19,10.0,46.88,,,,0.556,49.7,-0.03,0.04,2.17,0.08,-0.03,2.7,8.224,0.011,7.813,0.018,7.66,0.05,7.9,0.08,9.58,0.01,3.4,1.81,3.17,10.97,9.5,0.13,9.69,0.06,-0.98,0.06,-10.67,0.09,0
323,959,J0638-24,99.62016,-24.84868,1.0,29.22,0,1,2746.8,0.0899,16.0,8.9,0.01,8.86,0.02,5.76,10.0,0.02,4.16,0.03,10.0,95.4,,,,0.623,153.1,0.04,0.02,3.07,0.02,0.04,3.12,9.296,0.01,8.913,0.012,8.95,0.01,8.79,0.02,10.65,0.01,82.88,47.2,129.73,177.21,10.39,0.1,9.51,0.05,0.04,0.06,-9.47,0.09,1
324,947,J0631-23,97.73918,-23.72881,9.0,42.92,1,1,2844.8,0.0816,12.9,11.92,0.01,11.9,0.03,9.55,10.0,0.1,6.85,0.2,0.0,59.83,,,,0.6,92.9,0.02,0.03,2.4,0.09,0.02,2.55,8.415,0.01,8.024,0.016,7.8,0.04,8.02,0.08,9.77,0.01,5.05,2.83,4.24,13.84,9.56,0.12,9.74,0.06,-0.87,0.06,-10.61,0.09,0
325,952,J0634-21,98.7525,-21.76906,9.0,30.0,1,1,1948.0,0.0767,5.8,11.23,0.01,11.31,0.02,8.59,10.0,0.1,7.05,0.27,0.0,56.77,,,,0.925,43.3,-0.08,0.02,2.57,0.06,-0.08,2.76,8.387,0.01,7.957,0.013,7.82,0.04,7.62,0.11,9.75,0.01,9.69,4.95,9.12,11.19,9.7,0.1,9.09,0.09,-0.85,0.06,-9.94,0.11,0
326,1001,J0710-23,107.60806,-23.53857,5.0,54.63,1,1,3595.6,0.0874,10.0,10.24,0.01,10.2,0.02,6.75,10.0,0.03,4.95,0.05,10.0,49.55,,,,0.909,114.2,0.05,0.02,3.4,0.02,0.05,3.48,9.291,0.01,8.914,0.012,9.11,0.02,9.0,0.02,10.65,0.01,23.45,13.51,52.8,82.33,10.36,0.1,9.84,0.07,0.16,0.07,-9.68,0.1,0
327,1004,J0713-23,108.27457,-23.30275,5.0,62.22,1,2,4112.0,0.0803,9.3,13.32,0.03,13.35,0.06,10.7,0.0,0.12,9.27,0.62,0.0,15.48,,,,0.983,148.1,-0.02,0.05,2.64,0.12,-0.03,2.67,8.173,0.013,7.764,0.025,7.59,0.05,,,9.53,0.02,1.38,0.74,1.25,,9.44,0.18,9.92,0.07,-1.03,0.06,-10.96,0.09,0
328,939,J0624-23,96.18548,-23.13433,,105.16,1,1,7088.1,0.0302,4.1,11.22,0.01,11.21,0.02,8.7,10.0,0.04,7.06,0.12,10.0,29.9,,,,0.893,103.2,0.01,0.02,2.39,0.03,0.0,2.47,9.455,0.01,9.06,0.012,8.8,0.02,8.64,0.05,10.81,0.01,9.24,5.11,7.03,9.74,10.64,0.1,10.02,0.11,-0.08,0.06,-10.1,0.13,0
329,938,J0624-22,96.14977,-22.83824,4.0,44.23,0,1,2720.9,0.0856,19.7,8.61,0.01,8.57,0.02,5.7,10.0,0.02,4.19,0.04,10.0,110.31,,,,0.873,6.3,0.03,0.02,2.82,0.02,0.03,2.9,9.766,0.01,9.381,0.012,9.32,0.02,9.15,0.02,11.12,0.01,106.71,60.44,131.57,174.15,10.88,0.1,9.95,0.05,0.32,0.07,-9.63,0.09,1
330,940,J0625-21,96.49155,-22.00483,5.0,32.22,0,1,2280.6,0.082,12.6,9.49,0.01,9.47,0.02,6.24,10.0,0.03,4.58,0.03,10.0,88.53,,,,0.564,22.7,0.02,0.02,3.19,0.02,0.02,3.26,9.144,0.01,8.755,0.012,8.85,0.02,8.71,0.02,10.5,0.01,48.09,26.96,84.36,121.42,10.29,0.1,9.49,0.06,-0.04,0.06,-9.53,0.09,1
331,925,J0617-23,94.37928,-23.07199,8.5,31.74,1,1,2092.9,0.0552,5.6,13.55,0.03,13.49,0.08,,,,10.58,0.82,0.0,40.65,,,,0.512,37.6,0.06,0.07,,,0.06,,7.503,0.014,7.133,0.031,,,,,8.86,0.02,1.13,0.66,,,8.53,0.22,9.12,0.09,,,,,0
332,919,J0615-22,93.87084,-22.60262,7.0,31.13,1,1,2051.5,0.0609,7.1,12.14,0.01,12.23,0.03,11.78,10.0,0.34,10.4,0.85,0.0,50.1,,,,0.637,155.4,-0.09,0.03,0.32,0.19,-0.09,,8.05,0.01,7.617,0.016,5.96,0.51,,,9.41,0.01,4.15,2.1,0.12,,9.37,0.12,9.21,0.08,-2.32,0.41,-11.53,0.41,0
333,932,J0621-20,95.27314,-20.04843,1.0,30.18,1,1,1979.6,0.2585,65.0,8.29,0.01,8.18,0.02,4.7,10.0,0.02,2.7,0.02,10.0,150.78,,,,0.62,130.8,0.11,0.02,3.42,0.02,0.11,3.47,9.567,0.01,9.214,0.012,9.41,0.01,9.4,0.01,10.93,0.01,145.24,88.41,345.57,670.68,10.48,0.1,10.14,0.03,0.39,0.07,-9.75,0.08,0
334,958,J0638-20,99.67636,-20.28659,5.0,31.35,0,1,2669.8,0.0815,17.0,10.29,0.01,10.21,0.02,7.05,10.0,0.04,5.37,0.07,10.0,76.18,,,,0.6,91.9,0.09,0.02,3.06,0.02,0.09,3.13,8.798,0.01,8.436,0.012,8.48,0.02,8.41,0.03,10.16,0.01,22.89,13.65,37.8,63.92,9.77,0.1,9.59,0.05,-0.34,0.06,-9.93,0.08,1
335,913,J0612-21,93.04018,-21.80593,1.0,34.87,1,1,2314.4,0.0856,29.8,7.88,0.01,7.86,0.02,5.49,10.0,0.05,4.1,0.06,10.0,155.95,,,,0.842,78.1,0.02,0.02,2.28,0.02,0.02,2.42,9.856,0.01,9.466,0.012,9.18,0.03,8.97,0.03,11.22,0.01,211.61,118.43,153.94,185.3,11.0,0.1,9.93,0.04,0.22,0.07,-9.71,0.08,0
336,912,J0611-21,92.81796,-21.59868,9.7,13.86,1,1,862.0,0.3758,33.7,12.67,0.02,12.58,0.05,12.94,0.0,0.88,11.95,3.61,0.0,45.91,,,,0.802,10.7,0.09,0.05,-0.36,0.88,0.09,,7.144,0.012,6.782,0.022,,,,,8.5,0.02,2.6,1.55,,,8.11,0.16,9.18,0.04,,,,,0
337,910,J0609-20,92.40386,-20.10291,5.0,96.8,0,1,6771.7,0.0417,8.6,11.14,0.01,11.09,0.03,8.63,10.0,0.05,7.79,0.23,0.0,49.15,,,,0.457,41.2,0.05,0.02,2.31,0.03,0.04,2.43,9.421,0.011,9.039,0.014,8.76,0.03,8.3,0.09,10.78,0.01,10.09,5.74,7.57,5.2,10.52,0.11,10.27,0.08,-0.12,0.06,-10.38,0.1,1
338,945,J0628-17,97.10577,-17.10387,1.0,42.79,1,1,2838.1,0.0375,6.9,11.0,0.01,10.95,0.02,7.98,10.0,0.04,5.94,0.06,10.0,49.98,,,,0.8,40.8,0.06,0.02,2.88,0.03,0.05,2.98,8.781,0.01,8.406,0.012,8.38,0.02,8.4,0.03,10.14,0.01,11.8,6.84,16.31,33.68,9.83,0.1,9.47,0.08,-0.41,0.06,-9.88,0.1,0
339,924,J0617-17,94.47321,-17.1514,,13.9,1,2,855.1,0.2366,10.5,13.86,0.02,13.78,0.06,12.16,0.0,0.43,,,,23.35,,,,0.601,97.9,0.08,0.06,1.63,0.43,0.08,,6.667,0.012,6.302,0.025,,,,,8.03,0.02,0.86,0.51,,,7.66,0.18,8.68,0.07,,,,,0
340,928,J0619-16,94.76762,-16.94727,4.0,83.54,0,1,6176.9,0.0382,8.3,10.39,0.01,10.29,0.02,6.95,10.0,0.04,5.05,0.04,10.0,66.25,,,,0.401,4.4,0.1,0.02,3.36,0.03,0.1,3.37,9.591,0.01,9.236,0.012,9.39,0.02,9.32,0.02,10.95,0.01,20.01,12.13,43.02,73.29,10.52,0.1,10.13,0.08,0.38,0.07,-9.75,0.11,1
341,937,J0623-16,95.85664,-16.16237,7.0,43.36,1,1,2884.4,0.1739,26.7,11.07,0.01,11.03,0.02,7.81,10.0,0.04,5.97,0.06,10.0,55.8,,,,0.67,25.2,0.04,0.02,3.1,0.03,0.07,3.14,8.754,0.01,8.387,0.013,8.43,0.02,8.4,0.02,10.11,0.01,10.82,6.37,17.85,32.76,9.76,0.1,10.07,0.04,-0.37,0.06,-10.44,0.07,0
342,930,J0620-16,95.17841,-16.06093,6.0,42.62,1,1,2837.8,0.0601,12.0,10.26,0.01,10.16,0.02,6.47,10.0,0.03,4.5,0.04,10.0,68.39,,,,0.7,136.1,0.1,0.02,3.57,0.02,0.11,3.63,9.073,0.01,8.721,0.012,8.98,0.02,8.98,0.02,10.43,0.01,23.34,14.24,65.04,126.99,9.98,0.1,9.71,0.06,0.06,0.07,-9.65,0.09,0
343,927,J0619-15,94.88938,-15.44141,10.0,42.75,1,1,2847.9,0.0679,13.8,12.0,0.01,11.92,0.03,9.03,10.0,0.09,8.14,0.4,0.0,50.0,,,,0.454,100.1,0.08,0.03,2.83,0.08,0.1,2.98,8.377,0.01,8.019,0.014,8.0,0.04,,,9.74,0.01,4.67,2.81,6.69,,9.32,0.11,9.77,0.06,-0.72,0.06,-10.49,0.08,0
344,971,J0646-17,101.73572,-17.9411,9.0,12.31,1,1,702.6,0.2217,30.2,11.52,0.01,11.52,0.03,8.66,10.0,0.08,6.88,0.13,10.0,33.91,,,,0.649,24.6,0.01,0.02,2.46,0.03,0.0,2.6,7.498,0.01,7.104,0.013,6.9,0.04,6.8,0.05,8.86,0.01,7.45,4.12,6.55,10.08,8.68,0.11,9.03,0.04,-1.58,0.06,-10.61,0.07,0
345,966,J0644-17,101.113,-17.93272,10.0,13.47,1,1,788.8,0.0888,9.8,10.39,0.01,10.32,0.02,7.82,10.0,0.06,5.53,0.08,10.0,97.81,,,,0.346,86.2,0.07,0.02,2.3,0.04,0.07,2.38,8.03,0.01,7.661,0.012,7.36,0.03,7.6,0.03,9.39,0.01,21.17,12.41,15.5,52.88,9.05,0.1,8.62,0.07,-1.22,0.05,-9.84,0.09,0
346,982,J0652-17,103.23867,-17.54723,5.0,92.76,1,2,6210.7,0.0465,9.6,11.51,0.02,11.51,0.03,8.59,0.0,0.05,6.64,0.14,10.0,33.29,,,,0.66,62.5,0.0,0.03,2.92,0.04,-0.01,2.95,9.237,0.011,8.835,0.016,8.79,0.02,8.77,0.06,10.6,0.02,7.19,3.91,8.94,16.7,10.46,0.13,10.28,0.07,-0.09,0.06,-10.37,0.09,0
347,957,J0638-15,99.50354,-15.02497,8.0,12.74,1,1,746.2,0.1164,16.8,9.63,0.01,9.74,0.02,5.99,10.0,0.11,4.25,0.13,10.0,115.81,,,,0.51,164.4,-0.11,0.02,3.06,0.02,-0.1,3.46,8.283,0.01,7.846,0.012,8.03,0.05,8.01,0.05,9.64,0.01,42.36,21.25,80.79,152.31,9.6,0.1,8.81,0.05,-0.69,0.06,-9.5,0.08,0
348,978,J0650-11,102.5442,-11.25359,-2.0,41.75,1,1,2736.4,0.0613,13.5,9.27,0.01,9.03,0.02,4.95,10.0,0.01,2.94,0.01,10.0,58.39,,,,0.897,101.3,0.24,0.02,4.05,0.02,0.25,4.05,9.453,0.01,9.158,0.012,9.6,0.01,9.58,0.01,10.81,0.01,58.38,40.62,280.05,532.06,10.14,0.1,9.74,0.06,0.54,0.08,-9.2,0.1,0
349,771,J0506-27,76.70473,-27.65869,10.0,18.44,1,1,1269.6,0.1556,11.2,11.82,0.01,11.77,0.03,9.31,10.0,0.08,6.27,0.11,10.0,63.41,52.48,52.48,52.48,0.394,131.3,0.06,0.02,2.44,0.06,0.05,2.59,7.73,0.01,7.355,0.014,7.15,0.04,7.45,0.05,9.09,0.01,5.66,3.28,5.19,20.07,8.78,0.11,8.95,0.06,-1.38,0.05,-10.33,0.09,0
