,recno,HIPASS,RAJ2000,DEJ2000,TType,Dist,r_Dist,OMatch,VelHI,Spk,Sint,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,f_W3mag,e_W3mag,W4mag,e_W4mag,f_W4mag,R1iso,R2iso,R3iso,R4iso,ba,PA,W1-W2,e_W1-W2,W2-W3,e_W2-W3,W1-W2c,W2-W3c,logLW1,e_logLW1,logLW2,e_logLW2,logLW3,e_logLW3,logLW4,e_logLW4,logLW1in,e_logLW1in,W1flux,W2flux,w3PaH,w4dust,logM*,e_logM*,logMHI,e_logMHI,logSFR,e_logSFR,logSFE,e_logSFE,T16
1902,1053,J0739-24,114.9631,-24.70132,5.0,47.25,1,2,3052.4,0.0774,13.7,11.19,0.01,11.11,0.02,7.65,0.0,0.03,5.91,0.05,0.0,33.47,33.47,34.14,35.75,0.693,67.2,0.08,0.02,3.46,0.02,0.08,3.46,8.792,0.01,8.427,0.013,8.61,0.01,8.48,0.02,10.15,0.01,9.95,5.89,22.75,33.11,9.78,0.1,9.85,0.06,-0.23,0.06,-10.08,0.08,0
1903,1057,J0741-22a,115.24848,-22.9292,5.0,47.16,1,1,3043.2,0.0467,6.9,10.9,0.01,10.76,0.02,6.96,0.0,0.02,4.99,0.04,0.0,34.6,34.6,36.84,38.97,0.653,163.2,0.14,0.02,3.81,0.02,0.14,3.8,8.907,0.01,8.565,0.012,8.9,0.01,8.85,0.02,10.27,0.01,13.0,8.13,43.84,78.11,9.75,0.1,9.55,0.08,-0.01,0.06,-9.56,0.1,0
1904,1058,J0741-22b,115.4217,-22.52062,5.0,47.37,1,1,3057.7,0.122,38.7,8.85,0.01,8.62,0.02,5.1,0.0,0.02,3.18,0.03,0.0,104.41,104.41,104.41,104.41,0.288,160.6,0.23,0.02,3.51,0.02,0.23,3.52,9.731,0.01,9.426,0.012,9.64,0.01,9.58,0.01,11.09,0.01,85.89,58.5,241.65,413.09,10.41,0.1,10.31,0.04,0.58,0.08,-9.73,0.09,0
1905,1027,J0725-24a,111.33897,-24.4713,5.0,14.64,1,1,816.8,0.3778,58.7,9.18,0.01,8.98,0.02,5.5,10.0,0.02,3.52,0.02,10.0,97.68,,,,0.673,141.2,0.19,0.02,3.39,0.02,0.19,3.45,8.587,0.01,8.268,0.012,8.45,0.01,8.42,0.01,9.95,0.01,64.57,42.59,163.76,299.77,9.28,0.1,9.47,0.03,-0.36,0.06,-9.83,0.06,0
1906,1033,J0727-23,111.8718,-23.95929,5.0,66.65,1,1,4396.4,0.0985,21.7,10.11,0.01,10.03,0.02,7.36,0.0,0.02,5.84,0.06,0.0,55.18,55.53,55.18,55.18,0.351,147.8,0.08,0.02,2.68,0.02,0.07,2.69,9.516,0.01,9.148,0.012,8.99,0.02,8.79,0.03,10.88,0.01,26.46,15.57,27.33,34.11,10.52,0.1,10.35,0.05,0.07,0.07,-10.28,0.08,0
1907,1038,J0730-22,112.53368,-22.0183,,14.12,1,1,773.5,0.4241,88.6,8.56,0.01,8.49,0.02,5.68,0.0,0.02,4.09,0.05,0.0,224.61,224.61,224.61,224.61,0.245,22.6,0.08,0.02,2.81,0.02,0.08,2.81,8.802,0.01,8.436,0.012,8.34,0.02,8.15,0.02,10.16,0.01,113.99,67.31,134.58,171.69,9.8,0.1,9.62,0.02,-0.45,0.06,-10.07,0.06,0
1908,1179,J0900-39,135.13762,-39.44082,5.0,42.1,1,1,2653.0,0.0656,14.1,9.34,0.01,9.2,0.02,5.69,0.0,0.02,3.94,0.03,0.0,59.54,59.54,59.54,59.54,0.656,114.1,0.13,0.02,3.52,0.02,0.13,3.52,9.432,0.01,9.089,0.012,9.3,0.01,9.17,0.01,10.79,0.01,54.62,34.07,139.83,203.2,10.28,0.1,9.77,0.06,0.31,0.07,-9.45,0.09,0
1909,1171,J0857-39,134.36902,-39.26823,-5.0,17.92,1,2,982.9,0.1422,37.9,6.96,0.01,6.94,0.02,5.81,0.0,0.02,4.99,0.04,0.0,187.53,155.22,80.49,80.49,0.865,12.4,0.01,0.02,1.13,0.02,0.01,1.14,9.652,0.01,9.259,0.012,8.16,0.12,7.8,0.06,11.01,0.01,500.38,278.24,56.09,48.41,10.82,0.1,9.46,0.04,-0.58,0.11,-10.04,0.12,0
1910,1205,J0914-35,138.47382,-35.06954,7.0,38.83,1,1,2406.1,0.0559,11.1,11.26,0.01,11.2,0.02,8.15,10.0,0.05,6.76,0.12,0.0,55.28,,,,0.411,121.4,0.06,0.02,2.87,0.03,0.05,3.01,8.598,0.01,8.223,0.012,8.21,0.02,7.96,0.05,9.96,0.01,9.41,5.45,13.38,14.83,9.65,0.1,9.59,0.07,-0.55,0.06,-10.14,0.09,0
1911,1193,J0910-33,137.51556,-33.15437,9.0,26.19,1,1,1531.8,0.0818,12.7,10.2,0.01,10.17,0.02,6.81,10.0,0.05,5.09,0.06,10.0,82.2,,,,0.668,144.8,0.03,0.02,3.16,0.02,0.03,3.31,8.682,0.01,8.299,0.012,8.42,0.02,8.36,0.03,10.04,0.01,25.1,14.27,47.1,81.22,9.78,0.1,9.31,0.06,-0.38,0.06,-9.69,0.09,0
1912,1160,J0851-34,132.73344,-34.53755,5.0,38.0,1,1,2363.4,0.1243,33.1,8.89,0.01,8.85,0.02,5.86,10.0,0.01,4.15,0.03,10.0,138.81,,,,0.275,62.6,0.04,0.02,3.01,0.02,0.04,3.04,9.527,0.01,9.144,0.012,9.15,0.01,9.01,0.01,10.89,0.01,83.46,47.49,119.9,173.42,10.63,0.1,10.05,0.04,0.19,0.07,-9.86,0.08,0
1913,1154,J0847-33,131.77258,-33.76407,0.0,36.17,1,1,2239.5,0.1442,23.8,7.68,0.01,7.66,0.02,4.65,10.0,0.03,3.11,0.05,10.0,171.85,,,,0.806,103.9,0.02,0.02,2.96,0.02,0.02,3.08,9.969,0.01,9.578,0.012,9.59,0.02,9.43,0.02,11.33,0.01,254.65,142.4,371.64,500.62,11.12,0.1,9.86,0.05,0.54,0.08,-9.32,0.09,0
1914,1186,J0907-32,136.83255,-32.17419,7.0,25.28,1,1,1466.7,0.0567,6.7,12.24,0.01,12.3,0.03,10.06,10.0,0.23,10.06,1.65,0.0,78.09,,,,0.15,7.5,-0.06,0.03,2.01,0.12,-0.07,1.95,7.833,0.011,7.41,0.016,6.87,0.1,,,9.19,0.01,3.82,1.98,1.42,,9.15,0.12,9.0,0.09,-1.61,0.09,-10.61,0.13,0
1915,1232,J0927-32,141.85202,-32.01332,10.0,19.99,1,1,1086.3,0.1571,13.0,12.59,0.02,12.42,0.04,9.25,10.0,0.12,7.05,0.19,0.0,45.81,,,,0.7,12.1,0.17,0.04,3.06,0.08,0.18,3.16,7.49,0.011,7.166,0.019,7.23,0.05,7.28,0.08,8.85,0.01,2.77,1.8,5.21,11.62,8.22,0.14,9.09,0.06,-1.32,0.06,-10.41,0.09,0
1916,1224,J0921-31,140.28616,-31.89161,5.0,28.44,0,1,1853.6,0.188,26.9,10.23,0.01,10.18,0.02,7.16,10.0,0.03,5.4,0.08,10.0,81.86,,,,0.65,23.6,0.05,0.02,2.89,0.02,0.05,2.95,8.737,0.01,8.36,0.012,8.32,0.02,8.23,0.03,10.1,0.01,24.19,13.93,32.2,51.06,9.81,0.1,9.71,0.04,-0.46,0.06,-10.16,0.07,1
1917,1197,J0911-30,137.83508,-30.87164,10.0,35.65,1,1,2177.5,0.0655,10.3,11.22,0.01,11.16,0.02,7.9,10.0,0.04,5.68,0.05,10.0,49.32,,,,0.657,66.8,0.06,0.02,3.21,0.03,0.08,3.26,8.534,0.01,8.168,0.013,8.27,0.02,8.37,0.02,9.89,0.01,9.63,5.69,18.05,44.96,9.53,0.1,9.49,0.07,-0.5,0.06,-9.99,0.09,0
1918,1209,J0915-28,138.77002,-28.26318,5.0,38.52,0,1,2120.2,0.0709,14.7,9.65,0.01,9.59,0.02,6.49,10.0,0.02,4.77,0.05,10.0,76.84,,,,0.7,102.2,0.05,0.02,3.07,0.02,0.05,3.13,9.235,0.01,8.859,0.012,8.9,0.02,8.76,0.02,10.59,0.01,41.44,23.95,66.35,95.19,10.29,0.1,9.71,0.06,0.0,0.06,-9.71,0.09,1
1919,1145,J0841-31,130.21222,-32.04628,5.0,43.67,1,1,2756.0,0.0503,3.7,9.92,0.01,9.86,0.02,6.92,10.0,0.04,5.08,0.05,10.0,89.65,,,,0.333,124.8,0.05,0.02,2.94,0.02,0.05,3.03,9.233,0.01,8.857,0.012,8.85,0.02,8.77,0.02,10.59,0.01,32.09,18.55,46.21,74.86,10.29,0.1,9.22,0.12,-0.04,0.06,-9.26,0.13,0
1920,1107,J0817-30,124.43031,-30.1303,5.4,27.57,1,1,1663.8,0.3118,47.5,8.89,0.01,8.77,0.02,5.16,10.0,0.01,2.49,0.02,10.0,104.85,,,,0.711,50.9,0.12,0.02,3.58,0.02,0.12,3.63,9.248,0.01,8.9,0.012,9.16,0.01,9.39,0.01,10.61,0.01,83.47,51.45,235.12,795.92,10.13,0.1,9.93,0.03,0.2,0.07,-9.73,0.08,0
1921,1106,J0817-29,124.40995,-29.73044,5.0,27.66,1,1,1668.5,0.1031,13.2,9.33,0.01,9.27,0.02,5.99,10.0,0.02,4.14,0.05,10.0,70.74,,,,0.846,42.4,0.06,0.02,3.22,0.02,0.06,3.28,9.073,0.01,8.7,0.012,8.81,0.01,8.7,0.02,10.43,0.01,55.42,32.24,103.75,159.59,10.11,0.1,9.37,0.06,-0.08,0.06,-9.45,0.09,0
1922,1135,J0836-26,129.06329,-26.4094,90.0,8.82,0,1,880.4,0.1159,13.0,8.49,0.01,8.22,0.02,3.63,10.0,0.01,0.34,0.01,10.0,81.63,,,,0.889,160.9,0.27,0.02,4.56,0.02,0.27,4.59,8.42,0.01,8.131,0.012,8.79,0.01,9.25,0.01,9.78,0.01,121.07,85.49,982.35,5599.78,9.1,0.1,8.38,0.06,-0.09,0.06,-8.47,0.09,1
1923,1185,J0906-28,136.61581,-28.02576,8.0,33.61,1,1,2035.3,0.1331,14.7,12.36,0.02,12.5,0.05,14.08,0.0,0.64,10.56,0.93,0.0,48.8,,,,0.568,18.8,-0.14,0.05,-1.43,0.64,-0.14,,8.029,0.011,7.577,0.021,,,,,9.39,0.02,3.39,1.64,,,9.35,0.15,9.59,0.06,,,,,0
1924,1180,J0901-26,135.36345,-26.29971,8.0,42.66,0,1,1939.6,0.0722,9.0,11.21,0.01,11.35,0.02,8.49,10.0,0.09,7.17,0.33,0.0,70.75,,,,0.623,0.2,-0.14,0.02,2.66,0.07,-0.14,2.98,8.693,0.01,8.239,0.013,8.21,0.04,7.87,0.13,10.05,0.01,9.71,4.68,10.9,9.99,10.01,0.1,9.58,0.07,-0.55,0.06,-10.13,0.1,1
1925,1178,J0900-25,135.09142,-25.86783,9.5,31.74,1,1,1906.2,0.0677,9.8,13.88,0.03,13.89,0.09,14.26,0.0,0.86,,,,42.4,,,,0.301,124.5,-0.01,0.09,-0.37,0.87,-0.02,,7.375,0.014,6.971,0.037,,,,,8.73,0.02,0.84,0.46,,,8.61,0.25,9.36,0.07,,,,,0
1926,1208,J0915-23,138.89357,-23.84832,2.0,54.07,1,1,3428.0,0.045,5.9,11.98,0.01,11.82,0.03,8.54,10.0,0.03,5.2,0.04,10.0,37.31,,,,0.775,133.5,0.16,0.03,3.28,0.04,0.16,3.46,8.59,0.01,8.259,0.014,8.45,0.02,8.9,0.02,9.95,0.01,4.77,3.06,11.81,65.77,9.36,0.11,9.6,0.09,-0.36,0.06,-9.97,0.11,0
1927,1211,J0916-23a,139.08229,-23.63325,3.0,47.64,0,1,2510.3,0.0517,16.2,8.09,0.01,8.07,0.02,5.88,10.0,0.01,4.44,0.04,10.0,144.89,,,,0.392,11.9,0.01,0.02,2.21,0.02,0.0,2.24,10.039,0.01,9.644,0.012,9.27,0.03,9.08,0.02,11.4,0.01,172.59,95.45,100.81,129.63,11.22,0.1,9.93,0.05,0.28,0.07,-9.65,0.09,1
1928,1162,J0852-25,133.2379,-25.30223,5.0,79.57,1,1,5189.3,0.0791,14.2,10.47,0.01,10.47,0.02,7.36,10.0,0.03,5.77,0.06,10.0,54.37,,,,0.802,0.8,0.01,0.02,3.06,0.02,0.0,3.12,9.523,0.01,9.126,0.012,9.16,0.02,9.02,0.03,10.88,0.01,18.88,10.39,28.37,40.63,10.72,0.1,10.32,0.06,0.2,0.07,-10.12,0.09,0
1929,1170,J0857-24,134.27817,-24.75039,6.0,38.65,1,1,2385.2,0.0584,10.3,10.23,0.01,10.12,0.02,6.64,10.0,0.02,4.65,0.04,10.0,63.25,,,,0.824,168.5,0.11,0.02,3.44,0.02,0.11,3.5,9.004,0.01,8.652,0.012,8.85,0.01,8.83,0.02,10.36,0.01,24.21,14.76,59.21,110.92,9.91,0.1,9.56,0.07,-0.04,0.06,-9.6,0.09,0
1930,1161,J0852-24,132.96747,-24.31381,4.0,41.62,1,1,2592.1,0.0487,6.6,11.92,0.01,11.89,0.02,8.91,10.0,0.04,7.21,0.21,10.0,33.2,,,,0.464,78.7,0.04,0.02,2.84,0.04,0.04,2.98,8.388,0.01,8.006,0.013,7.98,0.02,7.81,0.09,9.75,0.01,5.06,2.88,6.82,9.17,9.49,0.1,9.43,0.09,-0.73,0.05,-10.15,0.1,0
1931,1190,J0909-22,137.40948,-22.36665,10.0,51.44,1,2,3252.1,0.0403,7.8,12.44,0.01,12.29,0.03,9.2,10.0,0.1,7.85,0.2,0.0,24.9,,,,0.798,24.3,0.15,0.03,2.4,0.07,0.15,2.79,8.363,0.01,8.025,0.015,7.92,0.04,7.77,0.08,9.72,0.01,3.12,1.97,3.88,5.48,9.18,0.12,9.68,0.08,-0.78,0.06,-10.46,0.1,0
1932,1169,J0857-20,134.29773,-20.57709,2.0,43.32,1,1,2700.2,0.1488,33.1,9.42,0.01,9.35,0.02,6.17,10.0,0.01,4.62,0.03,10.0,61.95,,,,0.71,131.7,0.07,0.02,3.15,0.02,0.06,3.18,9.425,0.01,9.053,0.012,9.12,0.01,8.94,0.01,10.78,0.01,50.77,29.63,86.51,112.64,10.45,0.1,10.16,0.04,0.17,0.07,-9.99,0.08,0
1933,1308,J0951-27,147.85036,-27.01114,9.0,17.49,1,1,888.4,0.1481,13.6,10.72,0.01,10.65,0.02,8.07,10.0,0.04,5.08,0.05,10.0,61.01,,,,0.8,44.1,0.07,0.02,2.62,0.04,0.07,2.71,8.123,0.01,7.755,0.012,7.61,0.02,7.88,0.02,9.48,0.01,15.56,9.15,16.37,61.03,9.14,0.1,8.99,0.06,-1.02,0.05,-10.01,0.08,0
1934,1281,J0945-27,146.34068,-27.09111,6.0,68.55,1,1,4405.2,0.074,5.8,11.4,0.01,11.3,0.02,7.9,10.0,0.05,5.83,0.11,10.0,48.81,,,,0.897,105.9,0.11,0.02,3.3,0.04,0.1,3.46,9.024,0.01,8.67,0.012,8.86,0.02,8.9,0.05,10.38,0.01,8.06,4.89,18.97,41.32,9.95,0.1,9.8,0.09,-0.04,0.06,-9.84,0.11,0
1935,1322,J0956-26,149.25572,-26.49218,3.0,69.73,1,2,4479.7,0.0328,2.7,13.16,0.02,13.08,0.05,10.25,10.0,0.2,10.18,2.12,0.0,35.85,,,,0.588,38.6,0.08,0.05,2.86,0.13,0.08,2.95,8.334,0.012,7.968,0.023,7.93,0.08,,,9.69,0.02,1.59,0.94,2.17,,9.33,0.17,9.48,0.14,-0.77,0.08,-10.25,0.16,0
1936,1315,J0954-25,148.61923,-25.7035,3.0,42.84,0,1,2434.6,0.0731,14.2,8.16,0.01,8.09,0.02,5.47,10.0,0.03,4.12,0.04,10.0,137.0,122.49,122.49,122.49,0.658,121.7,0.07,0.02,2.56,0.02,0.06,2.63,9.919,0.01,9.546,0.012,9.36,0.02,9.15,0.02,11.28,0.01,162.05,94.31,155.33,188.64,10.96,0.1,9.78,0.06,0.36,0.07,-9.42,0.09,1
1937,1326,J0958-25,149.58804,-25.17378,6.0,28.83,0,1,2396.9,0.0471,8.3,10.66,0.01,10.72,0.02,7.75,10.0,0.06,5.75,0.09,10.0,97.36,,,,0.305,24.5,-0.06,0.02,2.87,0.03,-0.06,3.05,8.578,0.01,8.158,0.012,8.16,0.03,8.14,0.04,9.94,0.01,16.31,8.51,21.36,40.08,9.89,0.1,9.21,0.08,-0.59,0.06,-9.8,0.09,1
1938,1307,J0951-25,148.00095,-25.31317,7.0,42.75,1,1,2630.9,0.0425,4.1,12.75,0.02,12.68,0.05,13.07,0.0,0.39,,,,34.94,,,,0.893,95.1,0.07,0.05,-0.39,0.39,0.07,,8.078,0.011,7.71,0.021,,,,,9.44,0.01,2.35,1.38,,,9.09,0.15,9.24,0.11,,,,,0
1939,1299,J0949-25,147.49673,-25.0089,5.0,39.83,1,1,2431.6,0.0634,9.0,11.18,0.01,11.14,0.03,8.8,10.0,0.08,7.29,0.31,0.0,77.55,,,,0.489,84.4,0.03,0.02,2.32,0.07,0.03,2.53,8.652,0.01,8.267,0.014,8.03,0.04,7.76,0.12,10.01,0.01,10.13,5.73,8.39,8.76,9.77,0.11,9.52,0.07,-0.69,0.06,-10.21,0.09,0
1940,1295,J0947-24,146.80568,-24.83961,5.0,50.83,0,1,4295.3,0.0716,17.4,9.91,0.01,9.82,0.02,6.37,10.0,0.02,4.68,0.04,10.0,99.15,,,,0.296,140.1,0.09,0.02,3.34,0.02,0.09,3.42,9.361,0.01,9.002,0.012,9.17,0.01,9.08,0.02,10.72,0.01,31.88,19.15,70.82,112.42,10.31,0.1,10.02,0.05,0.21,0.07,-9.81,0.09,1
1941,1330,J0959-22,149.87308,-22.82624,0.0,39.53,1,1,2400.5,0.0696,13.1,8.57,0.01,8.22,0.02,4.89,10.0,0.02,2.17,0.02,10.0,109.06,,,,0.85,64.5,0.35,0.02,3.29,0.02,0.36,3.33,9.686,0.01,9.433,0.012,9.57,0.01,9.83,0.01,11.05,0.01,111.43,85.27,293.18,1059.28,10.37,0.1,9.68,0.06,0.52,0.08,-9.16,0.1,0
1942,1319,J0955-22,148.80879,-22.48287,4.0,55.47,1,1,3498.1,0.0404,7.1,11.0,0.01,10.85,0.02,7.15,10.0,0.03,5.51,0.04,10.0,53.86,,,,0.35,157.1,0.15,0.02,3.65,0.02,0.15,3.71,9.004,0.01,8.669,0.012,8.96,0.01,8.8,0.02,10.36,0.01,11.74,7.46,36.84,50.2,9.8,0.1,9.71,0.08,0.05,0.06,-9.66,0.1,0
1943,1303,J0950-22,147.57547,-23.0253,3.0,38.91,0,1,2071.2,0.0467,7.7,9.7,0.01,9.69,0.02,6.58,10.0,0.03,5.05,0.07,10.0,72.31,,,,0.525,18.3,0.01,0.02,3.0,0.02,0.01,3.09,9.222,0.01,8.83,0.012,8.85,0.02,8.66,0.03,10.58,0.01,39.44,21.97,58.37,73.39,10.38,0.1,9.44,0.08,-0.04,0.06,-9.48,0.1,1
1944,1302,J0950-21,147.61536,-21.80255,4.0,134.56,1,1,8846.4,0.0408,9.5,10.5,0.01,10.39,0.02,6.75,10.0,0.02,4.67,0.03,10.0,51.67,,,,0.805,175.2,0.1,0.02,3.6,0.02,0.12,3.62,9.949,0.01,9.602,0.012,9.86,0.01,9.91,0.01,11.31,0.01,17.6,10.86,49.18,110.44,10.83,0.1,10.6,0.07,0.75,0.08,-9.85,0.11,0
1945,1255,J0937-22,144.45377,-22.40366,7.3,39.44,1,1,2406.9,0.0816,13.8,11.14,0.01,11.15,0.03,8.17,10.0,0.19,6.75,0.2,0.0,72.95,,,,0.6,52.9,-0.01,0.02,1.88,0.09,-0.01,2.98,8.656,0.01,8.256,0.013,8.23,0.08,7.98,0.08,10.02,0.01,10.44,5.71,13.48,14.9,9.87,0.11,9.7,0.06,-0.53,0.08,-10.23,0.1,0
1946,1385,J1014-21,153.51465,-21.97676,4.0,57.79,0,1,3681.9,0.0303,2.6,9.92,0.01,9.87,0.02,6.8,10.0,0.02,5.06,0.05,10.0,86.72,,,,0.29,167.3,0.05,0.02,3.07,0.02,0.04,3.12,9.47,0.01,9.091,0.012,9.13,0.01,9.03,0.02,10.83,0.01,31.65,18.15,49.95,78.22,10.55,0.1,9.31,0.14,0.18,0.07,-9.13,0.16,1
1947,1346,J1003-21,150.83075,-21.42983,6.3,49.21,1,1,3064.2,0.0897,4.4,11.79,0.01,11.88,0.04,8.71,10.0,0.13,8.32,0.35,0.0,52.93,,,,0.785,86.1,-0.1,0.03,2.21,0.07,-0.1,2.78,8.588,0.01,8.15,0.016,8.03,0.06,7.51,0.14,9.95,0.01,5.73,2.87,5.43,3.28,9.9,0.12,9.4,0.11,-0.69,0.07,-10.09,0.12,0
1948,1414,J1026-20,156.61958,-20.0411,5.0,50.26,1,1,3124.6,0.0772,11.2,11.57,0.01,11.59,0.03,8.86,10.0,0.07,7.17,0.24,0.0,52.8,,,,0.705,170.1,-0.03,0.02,2.73,0.06,-0.03,2.86,8.693,0.01,8.286,0.014,8.2,0.03,8.02,0.1,10.05,0.01,7.0,3.76,7.78,10.1,9.95,0.11,9.82,0.06,-0.55,0.06,-10.37,0.09,0
1949,1413,J1026-19,156.67012,-19.05137,4.0,138.48,1,1,9087.5,0.0512,10.0,11.14,0.01,11.02,0.02,7.29,10.0,0.02,5.53,0.08,10.0,43.31,43.31,43.31,43.31,0.69,5.5,0.12,0.02,3.69,0.02,0.12,3.77,9.717,0.01,9.37,0.013,9.69,0.01,9.6,0.03,11.08,0.01,9.75,6.01,31.31,50.2,10.6,0.1,10.64,0.07,0.62,0.08,-10.03,0.1,0
1950,1405,J1022-19,155.73814,-19.68007,-1.0,100.84,1,1,6567.2,0.0473,7.2,12.21,0.01,12.09,0.03,8.49,10.0,0.03,6.38,0.11,10.0,25.82,,,,0.632,179.0,0.12,0.03,3.46,0.04,0.11,3.6,9.029,0.01,8.678,0.014,8.92,0.02,8.95,0.04,10.39,0.01,3.77,2.31,10.2,21.35,9.93,0.11,10.23,0.08,0.01,0.06,-10.21,0.1,0
1951,1398,J1018-18,154.45319,-18.27211,,64.11,1,1,4072.9,0.0376,4.2,12.56,0.01,12.37,0.03,8.88,10.0,0.05,5.45,0.05,10.0,28.12,,,,0.813,26.1,0.19,0.03,3.42,0.05,0.19,3.56,8.5,0.01,8.181,0.016,8.41,0.02,8.89,0.02,9.86,0.01,2.76,1.82,7.8,46.28,9.19,0.12,9.6,0.11,-0.39,0.06,-9.99,0.12,0
1952,1397,J1018-17,154.6523,-17.9825,4.0,53.72,0,1,3509.6,0.1726,55.3,8.63,0.01,8.6,0.02,5.76,10.0,0.02,4.08,0.05,10.0,146.51,119.86,119.86,119.86,0.402,165.8,0.03,0.02,2.82,0.02,0.03,2.86,9.927,0.01,9.541,0.012,9.46,0.02,9.31,0.02,11.29,0.01,104.84,59.26,124.48,174.48,11.05,0.1,10.57,0.03,0.44,0.07,-10.13,0.08,1
1953,1400,J1019-17,154.92215,-17.75312,9.0,17.96,1,1,894.8,0.0683,7.7,13.39,0.03,13.49,0.09,13.19,0.0,0.4,,,,61.83,39.86,6.15,0.0,0.235,47.1,-0.09,0.08,0.29,0.41,-0.1,,7.079,0.013,6.643,0.036,,,,,8.44,0.02,1.33,0.67,,,8.4,0.24,8.77,0.08,,,,,0
1954,1341,J1001-20,150.38531,-20.3829,7.0,77.27,0,1,3727.9,0.0394,7.6,12.9,0.01,12.97,0.03,10.86,10.0,0.15,9.11,0.69,0.0,55.56,,,,0.18,3.8,-0.07,0.02,2.08,0.18,-0.08,2.32,8.525,0.01,8.095,0.014,7.75,0.07,,,9.88,0.01,2.01,1.03,1.15,,9.84,0.11,10.02,0.08,-0.91,0.07,-10.93,0.11,1
1955,1314,J0953-19,148.38921,-19.58312,4.0,55.47,1,1,3494.0,0.0573,16.0,9.76,0.01,9.72,0.02,6.6,10.0,0.02,4.55,0.03,10.0,54.04,,,,1.0,94.2,0.03,0.02,3.05,0.02,0.05,3.1,9.496,0.01,9.12,0.012,9.15,0.02,9.18,0.02,10.86,0.01,36.48,21.1,56.35,121.32,10.55,0.1,10.06,0.05,0.19,0.07,-9.87,0.09,0
1956,1306,J0951-18,147.80534,-18.47586,6.4,58.75,1,1,3719.6,0.0561,7.7,10.87,0.01,10.88,0.02,7.74,10.0,0.05,5.51,0.09,10.0,59.3,,,,0.887,161.3,-0.01,0.02,3.1,0.04,0.02,3.24,9.097,0.01,8.709,0.013,8.8,0.02,8.85,0.04,10.46,0.01,12.99,7.29,22.38,50.49,10.24,0.1,9.79,0.08,-0.09,0.06,-9.88,0.1,0
1957,1313,J0953-18,148.32361,-18.64513,3.0,36.96,0,1,2259.5,0.0611,11.8,10.17,0.01,10.04,0.02,6.21,10.0,0.02,4.34,0.03,10.0,54.23,,,,0.577,17.7,0.14,0.02,3.75,0.02,0.14,3.78,8.986,0.01,8.647,0.012,8.97,0.01,8.91,0.02,10.35,0.01,25.4,15.97,84.66,146.61,9.81,0.1,9.58,0.06,0.05,0.06,-9.52,0.09,1
1958,1365,J1006-19,151.66641,-19.22159,4.0,56.52,1,1,3560.4,0.1275,24.7,8.98,0.01,8.93,0.02,5.94,10.0,0.02,4.34,0.06,10.0,101.78,,,,0.885,168.0,0.05,0.02,2.94,0.02,0.04,3.05,9.83,0.01,9.449,0.012,9.45,0.02,9.32,0.03,11.19,0.01,75.87,43.35,109.93,158.19,10.92,0.1,10.26,0.04,0.43,0.07,-9.83,0.09,0
1959,1360,J1005-18,151.45299,-18.24669,8.0,118.01,0,1,4930.6,0.0391,7.4,11.93,0.01,11.94,0.03,8.89,10.0,0.08,7.88,0.35,0.0,43.91,,,,0.671,84.3,-0.01,0.03,2.76,0.06,-0.02,3.15,9.268,0.01,8.865,0.014,8.91,0.03,8.47,0.14,10.63,0.01,4.77,2.59,7.29,5.2,10.5,0.11,10.37,0.08,0.01,0.07,-10.37,0.11,1
1960,1359,J1005-16,151.50566,-16.12211,3.0,73.21,1,1,4697.0,0.0649,15.4,10.14,0.01,9.99,0.02,6.31,10.0,0.02,4.35,0.03,10.0,73.1,54.98,54.98,54.98,0.444,171.7,0.16,0.02,3.61,0.02,0.16,3.64,9.583,0.01,9.25,0.012,9.51,0.01,9.48,0.01,10.94,0.01,25.6,16.3,75.07,136.99,10.37,0.1,10.28,0.06,0.48,0.08,-9.8,0.09,0
1961,1223,J0921-22,140.3647,-22.50148,9.8,16.71,1,1,846.0,0.2643,32.9,12.5,0.02,12.71,0.03,10.88,0.0,0.27,9.48,1.06,0.0,69.4,,,,0.33,24.1,-0.21,0.03,1.84,0.27,-0.21,1.84,7.373,0.011,6.891,0.015,6.25,0.12,,,8.73,0.01,3.03,1.37,0.79,,8.69,0.12,9.33,0.04,-2.09,0.11,-11.42,0.12,0
1962,1212,J0916-23b,139.24399,-23.28015,8.0,16.41,1,2,828.7,0.0307,1.1,13.39,0.02,13.41,0.06,,,,,,,31.53,,,,0.6,105.1,-0.02,0.05,,,-0.02,,7.001,0.012,6.597,0.024,,,,,8.36,0.02,1.33,0.72,,,8.24,0.17,7.84,0.22,,,,,0
1963,1214,J0917-22,139.46747,-22.3544,5.0,9.38,0,1,885.2,0.8581,129.2,7.69,0.01,7.6,0.02,4.25,10.0,0.04,2.42,0.04,10.0,260.02,260.02,260.02,260.02,0.564,177.1,0.09,0.02,3.25,0.02,0.09,3.36,8.793,0.01,8.432,0.012,8.58,0.02,8.51,0.02,10.15,0.01,253.18,151.32,529.71,903.0,9.76,0.1,9.43,0.02,-0.26,0.06,-9.69,0.06,0
